Ensembl Gene ID,Alpaca Ensembl Gene ID,Human Ensembl Gene ID
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000267508
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000267680
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000267680
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159917
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159917
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000178386
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000178386
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000204920
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000204920
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000124459
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000124459
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159915
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159915
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000186026
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000186026
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159885
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159885
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000149050
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000149050
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159882
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159882
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000062370
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000062370
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000267022
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000267022
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159905
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000159905
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000263002
ENSPFOG00000023528,ENSVPAG00000004914,ENSG00000263002
ENSPFOG00000017108,ENSVPAG00000012397,ENSG00000156304
ENSPFOG00000010211,,ENSG00000005238
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000004913,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000000139,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000004912,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000003739,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000007465,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000267508
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000267680
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159917
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000178386
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000204920
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000124459
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159915
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000186026
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159885
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000149050
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159882
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000062370
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000267022
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000159905
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000263002
ENSPFOG00000024748,ENSVPAG00000004914,ENSG00000263002
ENSPFOG00000015174,ENSVPAG00000003106,ENSG00000124562
ENSPFOG00000016332,ENSVPAG00000012162,ENSG00000064102
ENSPFOG00000017312,ENSVPAG00000006435,ENSG00000128052
ENSPFOG00000019782,ENSVPAG00000006803,ENSG00000169271
ENSPFOG00000011173,,ENSG00000198892
ENSPFOG00000011173,,ENSG00000198892
ENSPFOG00000011173,,ENSG00000198892
ENSPFOG00000022299,ENSVPAG00000011580,ENSG00000279956
ENSPFOG00000022299,ENSVPAG00000011580,ENSG00000138039
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000267508
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000267680
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000159917
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000178386
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000204920
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000124459
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000159915
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000186026
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000159885
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000149050
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000159882
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000062370
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000267022
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000159905
ENSPFOG00000023165,ENSVPAG00000004913,ENSG00000263002
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000267508
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000267680
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000159917
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000178386
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000204920
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000124459
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000159915
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000186026
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000159885
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000149050
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000159882
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000062370
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000267022
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000159905
ENSPFOG00000023165,ENSVPAG00000000139,ENSG00000263002
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000267508
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000267680
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000159917
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000178386
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000204920
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000124459
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000159915
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000186026
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000159885
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000149050
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000159882
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000062370
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000267022
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000159905
ENSPFOG00000023165,ENSVPAG00000004912,ENSG00000263002
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000267508
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000267680
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000159917
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000178386
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000204920
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000124459
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000159915
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000186026
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000159885
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000149050
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000159882
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000062370
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000267022
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000159905
ENSPFOG00000023165,ENSVPAG00000003739,ENSG00000263002
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000267508
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000267680
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000159917
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000178386
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000204920
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000124459
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000159915
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000186026
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000159885
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000149050
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000159882
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000062370
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000267022
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000159905
ENSPFOG00000023165,ENSVPAG00000007465,ENSG00000263002
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000267508
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000267680
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000159917
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000178386
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000204920
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000124459
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000159915
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000186026
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000159885
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000149050
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000159882
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000062370
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000267022
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000159905
ENSPFOG00000023165,ENSVPAG00000004914,ENSG00000263002
ENSPFOG00000018259,,ENSG00000166558
ENSPFOG00000010244,,ENSG00000168060
ENSPFOG00000016066,,
ENSPFOG00000016066,,
ENSPFOG00000024539,ENSVPAG00000000038,ENSG00000182405
ENSPFOG00000024539,ENSVPAG00000000038,ENSG00000182405
ENSPFOG00000019783,ENSVPAG00000005036,ENSG00000135090
ENSPFOG00000016068,ENSVPAG00000001669,ENSG00000198818
ENSPFOG00000016411,ENSVPAG00000000462,ENSG00000177119
ENSPFOG00000016942,,ENSG00000111432
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000147124
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000197497
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000196437
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000167377
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000278318
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000197050
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000189144
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000170949
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000198040
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000196081
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000168661
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000136870
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000096654
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000198521
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000197937
ENSPFOG00000010422,ENSVPAG00000009839,ENSG00000147789
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000147124
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000197497
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000196437
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000167377
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000278318
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000197050
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000189144
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000170949
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000198040
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000196081
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000168661
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000136870
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000096654
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000198521
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000197937
ENSPFOG00000010422,ENSVPAG00000002243,ENSG00000147789
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000147124
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000197497
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000196437
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000167377
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000278318
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000197050
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000189144
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000170949
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000198040
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000196081
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000168661
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000136870
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000096654
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000198521
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000197937
ENSPFOG00000010422,ENSVPAG00000005081,ENSG00000147789
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000147124
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000197497
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000196437
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000167377
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000278318
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000197050
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000189144
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000170949
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000198040
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000196081
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000168661
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000136870
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000096654
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000198521
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000197937
ENSPFOG00000010422,ENSVPAG00000004279,ENSG00000147789
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000147124
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000197497
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000196437
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000167377
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000278318
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000197050
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000189144
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000170949
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000198040
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000196081
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000168661
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000136870
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000096654
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000198521
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000197937
ENSPFOG00000010422,ENSVPAG00000010156,ENSG00000147789
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000147124
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000197497
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000196437
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000167377
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000278318
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000197050
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000189144
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000170949
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000198040
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000196081
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000168661
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000136870
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000096654
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000198521
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000197937
ENSPFOG00000010422,ENSVPAG00000001661,ENSG00000147789
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000147124
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000197497
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000196437
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000167377
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000278318
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000197050
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000189144
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000170949
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000198040
ENSPFOG00000010422,ENSVPAG00000001511,ENSG00000196081
